"companyid","keydevid","transcriptid","headline","mostimportantdateutc","keydeveventtypename","companyname","speakertypename","componenttextpreview","word_count","componenttext"
20726319,591034376,1609027,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","We have no further questions on the line. Gentlemen, I'll hand back to you.",14,"We have no further questions on the line. Gentlemen, I'll hand back to you."
20726319,591034376,1609027,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","We still have 2 questions from [indiscernible]. The first one is have you started any shrinkage in gray market for diesel products with the implementation of the [ feather] low? And the second one is when would you be, when would be the timing for add",53,"We still have 2 questions from [indiscernible]. 
The first one is have you started any shrinkage in gray market for diesel products with the implementation of the [ feather] low? 
And the second one is when would you be, when would be the timing for additional facts on ADNOC to increase the load?"
20726319,591034376,1609027,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","I think the point on the shrinkage, I do not believe and I think this is a disappointment, is that we haven't seen any significant shrinkage and it's a conversation we're having and we're being very proactive around that but I do not think any of our volu",192,"I think the point on the shrinkage, I do not believe and I think this is a disappointment, is that we haven't seen any significant shrinkage and it's a conversation we're having and we're being very proactive around that but I do not think any of our volume has been impacted this year during the gray market I think it's taken at significant amount of time for people to get those trucks and how to implement and I hope we will see some significant movement on that all of the signs are that we will but your question is how we see and it is we have not seen it is not in our figures. In terms of the ADNOC telling us and having them focus on our results we want to focus on delivery, we want to focus on delivering to the investors that have invested in a so far and I think therefore that is our position we recognized the concerns that we have liquidity and that's well taken on by the board but there is no plan that I am aware of for the further sundown at this stage."
20726319,591034376,1609027,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Do we have any further questions, [indiscernible]?",7,"Do we have any further questions, [indiscernible]?"
20726319,591034376,1609027,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","We have no further questions on the line.",8,"We have no further questions on the line."
20726319,591034376,1609027,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Okay. I want to thank you for all these questions. And I will hand over to Saeed.",17,"Okay. I want to thank you for all these questions. And I will hand over to Saeed."
20726319,591034376,1609027,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Thank you, [indiscernible]. Thank you, everyone for the interest in ADNOC distribution. And I assure you on my behalf and the executive and everybody in ADNOC's distribution that we are committed. We are determined to deliver on the promises that we made",110,"Thank you, [indiscernible]. Thank you, everyone for the interest in ADNOC distribution. And I assure you on my behalf and the executive and everybody in ADNOC's distribution that we are committed. We are determined to deliver on the promises that we made during the IPO. And we are confident at initiatives that we have promised for 2018 will be met. And we are confident that also we are, as John has alluded, that we are thankful. We appreciate the fact that we have a good cash position, and that is all going to be dealt with in the best interest of the investors and the shareholders. Thank you very much."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Thank you. Good afternoon, ladies and gentlemen. And welcome to the ADNOC Distribution Q3 Earnings Conference Call. So I'm Athmane Benzerroug, Chief Investor Relations Officer. And I'm pleased to welcome this afternoon, Saeed Mubarak Al Rashdi, acting C",194,"Thank you. Good afternoon, ladies and gentlemen. And welcome to the ADNOC Distribution Q3 Earnings Conference Call. 
So I'm Athmane Benzerroug, Chief Investor Relations Officer. And I'm pleased to welcome this afternoon, Saeed Mubarak Al Rashdi, acting CEO; John Carey, Deputy CEO; and Petri Pentti, CFO. 
We will start today by giving you an introduction to our results moving onto our operational performance and strategy. And finally, walk you through the highlights of the third quarter and 9 months. 
With that, [indiscernible] answer for your questions. Before handing over the call to Saeed, please allow me to refer you to our cautionary statements regarding forward-looking statements. This presentation includes forward-looking statements relating to our business, important factors that could cause actual results to differ materially from our expectations audited in the international offering memorandum relating to our IPO and in our other investor communications. All of which are available on our website. 
I direct everyone to our website to read the full text of this disclaimer and these other materials. 
I now hand over to Saeed, who will start by presenting the key highlights of the third quarter and first 9 months of 2018."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Thank you, Athmane. And good afternoon, everyone. Thank you for dialing in and for joining us for today's presentation. First of all, I would like to reiterate that safety remains a core value to our business. We continue to improve and invest in safe",187,"Thank you, Athmane. And good afternoon, everyone. Thank you for dialing in and for joining us for today's presentation. 
First of all, I would like to reiterate that safety remains a core value to our business. 
We continue to improve and invest in safety solutions and that is evident by extremely low lost time injury frequency rate and total report of the injury during the period. 
Regarding the results, the third quarter has been marked by strong financial performance, driven by operational improvement and continued progress on the 3 pillars of our strategy. 
Our EBITDA is up 42% versus the third quarter of last year, and we are consistently generating more free cash flow than we did 1 year ago. 
This quarter, free cash flow is up 59% compared to the third quarter last year. The strong performance has been underpinned by continued cost efficiency improvements as well as fuel and nonfuel retail expansion. 
We are on track to meet our announced targets for 2018, and we remain focused on delivering growth beyond that. I will now let John give you an update on our strategy. John?"
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Thank you, Saeed, Thank you for the overview. And good morning, good afternoon. Welcome to everybody on the call. Thank you for joining us. I just want to give you a brief overview of the quarter, and then I know Petri is going to take you through the fin",1376,"Thank you, Saeed, Thank you for the overview. And good morning, good afternoon. Welcome to everybody on the call. Thank you for joining us. I just want to give you a brief overview of the quarter, and then I know Petri is going to take you through the financials, we'll take some questions. But as you're probably aware, the oil price has increased during this quarter, in addition to that has been a prolonged Eid holidays in August and that has led to fuel retail volumes being down by 5.6% year-on-year in the third quarter. Also our non-fuel transactions were down 15.6% year-on-year in the third quarter, impacted particularly by the implementation of that and the increased tobacco tax and sugar tax on energy and soft drinks that were -- was implemented in Q4 of last year, so we're just starting the ground floor that now. 
However, that said, during this quarter, we as a business has continued to focus on the fuel retail and nonfuel retail and cost efficiency initiatives. Those are 3 areas and 3 buckets we continually talk about, and we've achieved some important and significant milestones during the quarter. 
In particular, the rollout of ADNOC Flex, the ongoing expansion and preparation of expansion into Dubai and Saudi Arabia. Our Géant Express partnership have all shown significant progress in the quarter. 
And together with the structural resilience of our business model, this has led to a strong year-on-year financial performance in Q3. 
The strength of that performance has been demonstrated by gross profits, up by 26.5%. Our EBITDA excluding inventory gains was up 26%, and up 42% including those gains. 
And the generation of $899 million of free cash flow pre-dividends and finance cost in the first 9 months of 2018, showed a strong result. And this was also driven by our operational performance as well as active working capital management. 
That said, we brought down the debt -- net debt-to-EBITDA ratio down to just 0.1 as at the end of the 30th of September. 
So that's the very quick and high-level overview. Let me take you and give you a little bit more detail around the 3 sectors I talked about. 
Starting with the fuel retail business. In 2018, we continued our growth expansion with the opening of 5 new service stations since the beginning of the year. That brings our total number of fuel stations to 364 across 
[Technical Difficulty] 
graphic expansion. We're happy to say that we're on track to open 13 new service stations in 2018 as initially targeted, of which 3 stations will be opened in Dubai over the next few weeks. 
On top of that, we're planning to open at least 1 new station in Saudi Arabia in quarter 4 and actually will expect that may actually be 2. 
And our expansion into Dubai, we will continue to deliver further growth in that area during 2019. 
During this quarter, we've also witnessed a 2.2% year-on-year increase in fuel transaction, and that's really been driven by customers fueling more frequently, but at lower average volumes due to the higher oil prices. 
Our ADNOC Flex initiative has been successfully rolled out across our entire network now of service stations. We've set this target at our IPO and we're proud that we've actually delivered this milestone ahead of target, with the final site having been rolled out during October. 
Today, our retail customers are now able to choose between our Premium or Self-service. This initiative has been part of a wider commitment to move to a smarter, customer-centric market, that offers our customers real choice, convenience and better quality fuel products and services. 
The Premium service that we launched on the office at a price of AED 10 per transaction, which was at the high end, at the top end, in fact, of our IPO announcement, and it's been positively received in the market. 
Indeed our Premium fueling service has experienced initial penetration levels of 20% on average during the third quarter. 
At the end of the last quarter, together with the launch of ADNOC Flex and as part of our management initiative to improve customer service, we also launched a rewards program. 
Giving those premium refueling customers rewards that can be deemed and were linked to our convenience stores. 
As planned, we will also continue our footprint expansion and roll out ADNOC Flex across all new stations that will be opened in the future. 
Let's move on then to nonfuel retail. As mentioned, we continue to progress on the implementation of our nonfuel retail initiatives. 
We've added 6 new convenience stores since the beginning of the year, leading to a total now of 241 convenience stores at the end of Q3. As part of management initiatives to improve customer shopping experience, products and service quality, we continue to revitalize and refurbish our existing convenience stores. 
Some notable highlights are that since the beginning of the year and as part of our partnership with Géant. We have converted 5 stores into Géant  Express, and we will build or convert 8 additional locations by the end of this year, that will give us 13 Géant Express stores in 2018, compared to the 10 announced during the last quarter. 
An initial operation result of our current Géant stores have been very encouraging. We've also introduced a new coffee and fresh bakery concept to newly branded Oasis Café. And we started with 4 shops. 
And this overall revitalization process has increased our average factory basket size by 22% year-on-year in Q3, up from about 18% in Q2. And therefore, despite the 15.6% decrease year-on-year in the nonfuel transaction that I spoke about, I'm really pleased to say that our nonfuel retail growth profit, including allied services is actually up 8.1% year-on-year in Q3. 
On a quarter-over-quarter's comparison, we've reported higher nonfuel retail transactions and conversion rates versus the second quarter of 2018 on the back of better product category management, store revitalization and promotions, including the Flex award that I talked about earlier. 
And we remain very confident that we will continue to see continued progress upon our announced initiative during Q4. 
Finally, let's move on to the cost efficiency. We continue to achieve good progress in managing our operational and CapEx expenditures. Adjusted for nonrecurring spent, which we would include Civil Aviation Supply Carve-Out, the one-off fuel site bonus that we paid in June and the restructuring cost. 
Our cash OpEx has actually decreased by 9.8% year-on-year, during the third quarter 2018. And has decreased 2.9% in the 9 months to the end of September. 
The team has been focused on delivering cost discipline across the group. Multiple cost reduction initiatives have been implemented, including targeting strategic sourcing and third-party contract renegotiations. And these have led to impressive results. 
So we're proud that we're ahead of the $50 million of OpEx savings that we targeted on a like-for-like basis for 2018. 
On our capital expenditure front, we've achieved to date a 10% reduction in CapEx requirement for the construction of new sites. We're aiming to go further and achieve that reduction of up to 40% in the cost of new sites, starting in 2019. 
To date, we spent $143 million, including the opening of 5 stations in 2018, which on an adjusted basis is 18.2% lower compared to the first 9 months of 2017. 
And we're on track to open additional stations before the end of the year, which leads to a total of 13 stations in 2018 and a further station at least in Saudi Arabia. 
Looking at the outlook for 2018, we expect total CapEx for the year of up to $210 million, which is below our guidance at the IPO of $215 million -- $250 million, I should say. This is higher though than we announced last quarter, which was the CapEx target of $190 million. But the extra $20 million is only driven by strategic acceleration in Dubai and technology and infrastructure upgrades, which were originally planned for 2019. 
I hope that gives you a feel and an overview for our progress to date, in particular, in quarter 3 of 2018. And I'd now like to hand over to Petri to present the financial highlights of our performance."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Many thanks, John. And good morning, and good afternoon from my side as well. All the initiatives mentioned by John earlier have had a positive impact on our financial results. Our EBITDA performance has strongly increased during both the third quarter an",695,"Many thanks, John. And good morning, and good afternoon from my side as well. All the initiatives mentioned by John earlier have had a positive impact on our financial results. Our EBITDA performance has strongly increased during both the third quarter and the first 9 months of the year. And this is due to, first, the pricing of fuel following the renewal of our refined products supply agreement with ADNOC. 
And second, inventory gains driven by higher oil prices, leading to $21 million additional EBITDA in the third quarter and $80 million additional EBITDA since the beginning of the year. 
Our underlying EBITDA performance, excluding inventory gains has also significantly increased by 26% year-on-year in the third quarter 2018. 
It is also important to note that our industry leading margins had continued to improve on the back of our cost efficiency initiatives. 
Overall, this strong profitable improvement along with the significant reduction in CapEx has led to a 67.6% year-on-year increase in our adjusted free cash flow, defined as EBITDA minus CapEx. 
Let me specifically now talk about the reported actual cash movements during the first 9 months of the year. 
As John pointed out earlier, cash flow generated from actual operations amounted during the 9 months to $586 million. In addition, $432 million have been generated from working capital, and this is mainly driven by the increase in our credit terms as part of our supply agreement with ADNOC from 30 days to 60 days. 
At year-end, we expect this amount whilst still significant to be slightly lower than the Q3 figure. And finally, including finance cost and $200 million dividend paid in April, total cash generation amounted to $680 million during the first 9 months of the year. 
Our gross cash position has increased to $1.4 billion as of the end of the third quarter, and this is resulting in a net debt-to EBITDA ratio of only 0.1x compared to 1.7x as of the 31st of last year in December. 
And finally, on November 1, we paid our shareholders the first dividend transfer of $200 million related to fiscal year 2018 as an interim dividend. And this is leading to a total amount of $400 million paid to our shareholders during calendar year 2018. 
Let me highlight a couple of key takeaways in terms of financial and operational metrics. 
As you can see, we've witnessed strong financial results during the third quarter, gross profit is up by 26.5%. EBITDA stated 42%, and net income 55% year-on-year. 
This performance has been resilient despite market headwinds, leading to 5.3% decrease during the third quarter in total fuel volume served with retail fuel volumes down 5.6% year-on-year. 
Let me now move on to give you a more detailed overview by segments. 
We have witnessed strong year-on-year gross profit growth across all segments this quarter with double-digit retail and aviation growth of 33.7% and 34.8%, respectively. This growth has been coupled with the improved gross profit margin across fuel and nonfuel retail and aviation segments despite lower volumes. 
On the fuel and nonfuel retail segment gross profit margin has increased by 200 basis points, year-on-year to 21.1% in the third quarter. 
Also, nonfuel retail gross profit including allied services has increased by 8.1% year-on-year in the third quarter. 
Our corporate segment gross profit has increased by 9.1% in the third quarter year-on-year, and this is on the back of a more proactive fuel pricing, particularly in our diesel. 
And finally, the aviation segment has benefited from the change of contractual profile with a cost plus 8% compensation from our parent company. 
A couple of takeaways with respect to EBITDA per segment. The fuel and nonfuel retail segments witnessed a significant increase in EBITDA, which almost doubled year-on-year. 
And this was driven by the continuous implementation of our cost initiatives. The cost monitoring has also led to an improvement of regional EBITDA margin by 420 basis points to 10.9%. 
The 21.7% decrease in aviation EBITDA during the third quarter was impacted by lower volumes and the inclusion of recoverable costs related to civil aviation fueling services. With that, let me now hand over to Saeed for the outlook."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Thank you, Petri. So in summary, we approach the end of the year with momentum after another set of resilient results in the third quarter. Our priority remains the execution of our strategic initiatives, and we are confident that we will deliver on those",172,"Thank you, Petri. So in summary, we approach the end of the year with momentum after another set of resilient results in the third quarter. Our priority remains the execution of our strategic initiatives, and we are confident that we will deliver on those initiatives set for 2018. 
We would also continue our expansion in both fuel and nonfuel retails with entrance to the Dubai and international market, while pursuing our efforts on cost efficiencies and working capital management. 
We are confident for the recovery and the medium to term -- medium term in light of the significant government investments that have been announced and we have been also -- are confident on the market expected to support the UAE economy. Finally, we remain grateful for our shareholders continued belief in ADNOC Distribution's future growth and positive development. We will continue to pursue our ambition to transform the company into a more efficient performance-driven, commercially-minded and customer-focused business. Thank you for listening and with that, we will now hand over to questions."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","[Operator Instructions] Our first question comes from Taher Safieddine of Citi.",11,"[Operator Instructions] Our first question comes from Taher Safieddine of Citi."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Couple of questions, if I may. First one is on the fuel margin. I mean, clearly the higher oil prices are benefiting you on the revenues across the different segments, but if we just do some calculation, I think you've mentioned the number in terms of inv",375,"Couple of questions, if I may. First one is on the fuel margin. I mean, clearly the higher oil prices are benefiting you on the revenues across the different segments, but if we just do some calculation, I think you've mentioned the number in terms of inventory gain, I am getting something closer to AED 48 per liter in terms of gross margin versus around AED 0.48, sorry, versus AED 0.33. 
I just want to look at, I mean, given where the oil price backdropped, I mean, in 2, 3 quarters, we might have a different discussion and oil prices are down and these inventory gains might move into losses. 
So my question is what is the sustainable gross margin per liter that we can look at? I mean, if we take out the gains, you are running at around AED 0.43 per liter. 
Does this make sense? Am I missing something here? So this is my first question. The second question, if I may, on the nonfuel retail. You mentioned gross profit with the allied services, but if we take the allied services out, the numbers are much more muted in terms of growth, it's only up 3% in Q3. 
And just looking at the numbers, nonfuel transactions are down, basket size is up, conversion ratio is down year-over-year.
So I mean, I'm just trying to understand, I mean, are you happy with the performance of the nonfuel retail? Is there any guidance or targets that you have in mind that you want to reach, because I remember at the time of the IPO, you've established some targets in terms of conversion ratio, but clearly, you're still well, well below those. So any updates on that? 
And finally, John, you were on Bloomberg busy talking about Saudi expansion. I'm just wondering the model for this expansion now given that the pricing hasn't changed. Your peers in Saudi Arabia, like ALDREES are struggling with an EBIT margin of around maybe 3%, 4% on fuel, while you guys are sitting at double digits. So why Saudi at this time, unless it's a franchised model, and you're going to get a management fee?
Sorry, I know it's a lot of questions. But that's it from my end."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay. Thank you very much. Wow. All right, let me try and start with your fuel margin. I think we have been trying to be much more transparent this side -- this time in terms of the impact of oil price gains. And we said, in the quarter it was about $20 m",265,"Okay. Thank you very much. Wow. All right, let me try and start with your fuel margin. I think we have been trying to be much more transparent this side -- this time in terms of the impact of oil price gains. And we said, in the quarter it was about $20 million and year-to-date $80 million. So those are the best figures we can come up with and I think they're pretty accurate. 
In terms of our fuel margin behind that, I think, if you back those out and you get to your AED 0.43, I think, that's a reasonable target. 
And your question, therefore, on oil prices going down. I think that plays very strongly to the backstop we have, and I know backstop is a bad word at the moment across the world, but the backstop we have in terms of our margin. 
So don't forget we have a guaranteed margin. And that margin is guaranteed by the government, it terms of absolute terms. And if oil prices were to go down significantly next year, we still have that guaranteed margin to ADNOC as well. 
So we don't see a risk over an annual period, a 12-month period, on oil prices. If oil prices were to go down significantly in quarter 4, we would have some impact on that, but we feel pretty resilient around that. 
Hope that answers the question, but I think it's a bad thing. Yes, we captured the upside, and we don't lose the downside over the 12-month period. 
In our nonfuel retail -- sorry, please go ahead."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","No, no. Just on this, I mean, the non -- excluding the inventory gains, the AED 0.43, I mentioned, this looks like a sustainable number even if oil price, I don't know, by next year same time are down 40%, 50%. I mean, is this a reasonable way to think ab",52,"No, no. Just on this, I mean, the non -- excluding the inventory gains, the AED 0.43, I mentioned, this looks like a sustainable number even if oil price, I don't know, by next year same time are down 40%, 50%. I mean, is this a reasonable way to think about it?"
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. In our nonfuel retail business, you're right, it's up 3%. We feel very pleased with that. For a couple of reasons, one is the market has been a tough market this year with the introduction of that, and in particular in -- at the end of Q3 last year,",215,"Yes. In our nonfuel retail business, you're right, it's up 3%. We feel very pleased with that. For a couple of reasons, one is the market has been a tough market this year with the introduction of that, and in particular in -- at the end of Q3 last year, the sugar tax and the tobacco tax. 
And what we saw after that was a significant uplift in Q3 last year, people buying upfront of that and a significant drop into Q4. 
And therefore, what I expect to see going forward as we now come out of the period and we have a much more like-for-like basis is better, pretty good in comparison year-on-year. 
That said, our conversion rate is still lower than we would like it to be. We have given guidance that our nonfuel growth profit as a percentage of our oil profit was below 10%. We're creeping up, but we -- our target is a 25% target and that remains 25% to 50% in the long run, remains our target there. 
So we are happy that we have started the journey. We are less happy at the pace of it, but actually we're seeing some good acceleration with the Géant, with our Oasis and with our category management Q2 -- Q3, Q4."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Sorry to interrupt you, sorry, I didn't -- I missed the last part. What -- sorry, the targeted 25% is what?",21,"Sorry to interrupt you, sorry, I didn't -- I missed the last part. What -- sorry, the targeted 25% is what?"
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","25% to 50% over the long -- over the strategic period in terms of conversion.This is not -- that this is not -- sorry, it's conversion and it's nonfuel growth margin as the percentage of the overall margin. In terms of our Saudi Arabia expansion, it i",160,"25% to 50% over the long -- over the strategic period in terms of conversion.
This is not -- that this is not -- sorry, it's conversion and it's nonfuel growth margin as the percentage of the overall margin. 
In terms of our Saudi Arabia expansion, it is a franchise model that we're going with, you're absolutely right in your observation. And what we have said is the opening of our sites to Saudi Arabia is that we wanted to actually position ourselves in Saudi Arabia with an operating license, which we have got, and we wanted to actually start to operate and to learn how to operate in Saudi Arabia. That is what the sites that we're opening will do. But it's through a franchised model and therefore it has a minimum of CapEx for us. It has, obviously, strong IRRs, but low absolute profitability when you have so fewer sites, there is no downside risk to us there."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","So, sorry -- just to add on this one, and I'll leave it for my colleagues. So effectively, when you talk about franchise model, ideally it's going to be either a percentage of profit or a percentage of revenue, right, in terms of the income, I mean, rathe",54,"So, sorry -- just to add on this one, and I'll leave it for my colleagues. So effectively, when you talk about franchise model, ideally it's going to be either a percentage of profit or a percentage of revenue, right, in terms of the income, I mean, rather than the valuation on the margin?"
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Correct. Yes, yes.",3,"Correct. Yes, yes."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","And is it safe to assume, just to put the Saudi argument to bed. With the current pricing model, ADNOC Distribution will not go in a very active model, right, given the current landscape with the Aramco pricing. Is it safe, I mean, to assume that? And may",75,"And is it safe to assume, just to put the Saudi argument to bed. With the current pricing model, ADNOC Distribution will not go in a very active model, right, given the current landscape with the Aramco pricing. Is it safe, I mean, to assume that? And maybe, look at it, if Aramco changes this then you will be considering a more full-fledged expansion into Saudi? Is it reasonable to think about it like this?"
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes, I can not -- I'll put it in a slightly different way, if I may, and I'm not trying to move things around. We've said all along from an investment criteria perspective that we would look to have, which is 15% IRR. And a 3- to 5-year  payback on our bu",105,"Yes, I can not -- I'll put it in a slightly different way, if I may, and I'm not trying to move things around. We've said all along from an investment criteria perspective that we would look to have, which is 15% IRR. And a 3- to 5-year  payback on our business in Saudi, and that is the investment views we would have. 
So I think it's safe to say when we look at Saudi, we would have to have a number of business models. But today, the retail margin doesn't support it on its own. We would have to have a different business model."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","Our next question comes from Rita Guindy of Arqaam Capital.",10,"Our next question comes from Rita Guindy of Arqaam Capital."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","I have a few questions as well. The first relates to ADNOC Flex. What penetration rates are you expecting for service refueling in 2019 and beyond? I see that we were at 20% in the first quarter in Q3, I just like to know what we see them at going forward",157,"I have a few questions as well. The first relates to ADNOC Flex. What penetration rates are you expecting for service refueling in 2019 and beyond? I see that we were at 20% in the first quarter in Q3, I just like to know what we see them at going forward.
The second question is on the number of station additions, do you think you could revisit the number of station additions in the UAE, given the demand dynamics in the UAE this year? Or are we still looking for a around 10 stations per annum 2019 onwards? 
And then the next question is on CapEx. So I believe, we said that from around $210 million of CapEx this year on around 13 stations, we were looking for up to 40% reduction in construction cost per station next year, so that will bring CapEx down to around $100 million to $120 million. Do you think that's achievable?"
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay. Thank you. In terms of the penetration rate, we haven't given guidance on 2019. We're giving results on 2018. And what we're seeing, I can say is that the -- our ADNOC Flex penetration as improve the uptake on rewards, et cetera, is growing, but we",417,"Okay. Thank you. In terms of the penetration rate, we haven't given guidance on 2019. We're giving results on 2018. And what we're seeing, I can say is that the -- our ADNOC Flex penetration as improve the uptake on rewards, et cetera, is growing, but we haven't got -- given a guidance for 2019 as yet. 
What we did do, though, and we were really clear is that we wanted to go in ADNOC Flex at the top end of the range, which is why we went to AED 10, that allows us to create a huge amount of optionality, not just around the penetration rate as well, but also the opportunity for cost reduction around our business model and [indiscernible] to see significant upside for 2019. 
In terms of station additions. It's a great question, and I think we continuously revisit the number of stations we put. We have our investment criteria that we come back to. And what we see as we grow our convenience stores and our nonfuel business that actually increasing our station count at a reduced CapEx, a strong return still across the UAE. 
We are very mindful of the volume decline, but we're also mindful of any congestion, et cetera, across the business. 
So we are balancing those 2 at the moment. So we feel with -- especially with ADNOC Flex and our reduced model that there is still space for us to grow across the UAE. And of course, grow in particular across Dubai. 
Your third question on CapEx, the $210 million. Our guidance for next year remains below $200 million. Our 13 stations, for sure, we see -- expect to see a reduced reduction in CapEx from those and that will flow to a reduction in the overall CapEx budget. 
However, I would say that somewhere in the region of $50 million to $60 million of our CapEx is -- it's maintenance and kind of ongoing CapEx. And therefore, it is not all new growth. 
So our guidance is trying to be -- we're trying to reduce our maintenance CapEx, but today, it's in the region of $50 million to $60 million. 
And we, as I said earlier, putting in infrastructure projects as well to help reduce our overall cost of our network, but that is part of our CapEx budget. So our total CapEx budget is not all in at new stations. Therefore, it wouldn't be accurate to take the 40% reduction on the total $200 million."
20726319,591034376,1609333,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Understood. And just a final question on the corporate segment, do we or should we expect a recovery in the margins back to the low 20s from the 15% level we saw in Q3?",34,"Understood. And just a final question on the corporate segment, do we or should we expect a recovery in the margins back to the low 20s from the 15% level we saw in Q3?"
